,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
800,1688 NORTH PELHAM RD NE,2/6/23,"$615,000.00 ",615000,393.9782191,1561,1930,"1688 NORTH PELHAM RD NE Fulton County, GA","1688%20NORTH%20PELHAM%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1688%20NORTH%20PELHAM%20RD%20NE%20Fulton%20County,%20GA",33.8005508,-84.3615294
801,3873 ROSWELL RD NE 16,2/6/23,"$477,000.00 ",477000,239.0977444,1995,1982,"3873 ROSWELL RD NE 16 Fulton County, GA","3873%20ROSWELL%20RD%20NE%2016%20Fulton%20County,%20GA","https://www.google.com/maps/search/3873%20ROSWELL%20RD%20NE%2016%20Fulton%20County,%20GA",33.8606669,-84.3786096
802,250 PHARR RD NE # 604,2/6/23,"$278,000.00 ",278000,351.8987342,790,2004,"250 PHARR RD NE # 604 Fulton County, GA","250%20PHARR%20RD%20NE%20#%20604%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20PHARR%20RD%20NE%20#%20604%20Fulton%20County,%20GA",33.8379648,-84.3781073
803,215 MARCHAND CT,2/6/23,"$685,000.00 ",685000,189.6981446,3611,1992,"215 MARCHAND CT Fulton County, GA","215%20MARCHAND%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/215%20MARCHAND%20CT%20Fulton%20County,%20GA",33.9380477,-84.3933595
806,1469 ALLENE AVE SW,2/6/23,"$250,000.00 ",250000,167.6727029,1491,1925,"1469 ALLENE AVE SW Fulton County, GA","1469%20ALLENE%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1469%20ALLENE%20AVE%20SW%20Fulton%20County,%20GA",33.7147259,-84.4131375
807,65 NEWCASTLE ST SW,2/6/23,"$599,000.00 ",599000,579.303675,1034,1930,"65 NEWCASTLE ST SW Fulton County, GA","65%20NEWCASTLE%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/65%20NEWCASTLE%20ST%20SW%20Fulton%20County,%20GA",33.753024,-84.4188874
809,1742 PINE RIDGE DR NE,2/6/23,"$2,450,000.00 ",2450000,482.6635146,5076,2019,"1742 PINE RIDGE DR NE Fulton County, GA","1742%20PINE%20RIDGE%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1742%20PINE%20RIDGE%20DR%20NE%20Fulton%20County,%20GA",33.8021945,-84.3612624
812,788 WEST MARIETTA ST NW UNIT 704,2/6/23,"$540,000.00 ",540000,621.4039125,869,2020,"788 WEST MARIETTA ST NW UNIT 704 Fulton County, GA","788%20WEST%20MARIETTA%20ST%20NW%20UNIT%20704%20Fulton%20County,%20GA","https://www.google.com/maps/search/788%20WEST%20MARIETTA%20ST%20NW%20UNIT%20704%20Fulton%20County,%20GA",33.7797482,-84.413893
813,1149 TUCKER PL SW,2/6/23,"$158,698.00 ",158698,120.4081942,1318,1925,"1149 TUCKER PL SW Fulton County, GA","1149%20TUCKER%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1149%20TUCKER%20PL%20SW%20Fulton%20County,%20GA",33.7273841,-84.4252758
816,325 EAST PACES FERRY RD # 1007,2/6/23,"$265,000.00 ",265000,303.2036613,874,2004,"325 EAST PACES FERRY RD # 1007 Fulton County, GA","325%20EAST%20PACES%20FERRY%20RD%20#%201007%20Fulton%20County,%20GA","https://www.google.com/maps/search/325%20EAST%20PACES%20FERRY%20RD%20#%201007%20Fulton%20County,%20GA",33.8388271,-84.376744
818,1926 AKRON DR SE,2/6/23,"$130,500.00 ",130500,130.5,1000,1962,"1926 AKRON DR SE Fulton County, GA","1926%20AKRON%20DR%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1926%20AKRON%20DR%20SE%20Fulton%20County,%20GA",33.7016175,-84.3526234
819,1926 AKRON DR SE,2/6/23,"$154,500.00 ",154500,154.5,1000,1962,"1926 AKRON DR SE Fulton County, GA","1926%20AKRON%20DR%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1926%20AKRON%20DR%20SE%20Fulton%20County,%20GA",33.7016175,-84.3526234
827,2737 BLOUNT ST,2/4/23,"$141,400.00 ",141400,120.2380952,1176,1950,"2737 BLOUNT ST Fulton County, GA","2737%20BLOUNT%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/2737%20BLOUNT%20ST%20Fulton%20County,%20GA",33.680453,-84.4238218
830,1137 PONCE DE LEON AVE NE,2/3/23,"$835,000.00 ",835000,414.1865079,2016,2017,"1137 PONCE DE LEON AVE NE Fulton County, GA","1137%20PONCE%20DE%20LEON%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1137%20PONCE%20DE%20LEON%20AVE%20NE%20Fulton%20County,%20GA",33.7736607,-84.3500291
831,821 RALPH MCGILL BLVD NE # 3427,2/3/23,"$245,000.00 ",245000,308.9533417,793,2001,"821 RALPH MCGILL BLVD NE # 3427 Fulton County, GA","821%20RALPH%20MCGILL%20BLVD%20NE%20#%203427%20Fulton%20County,%20GA","https://www.google.com/maps/search/821%20RALPH%20MCGILL%20BLVD%20NE%20#%203427%20Fulton%20County,%20GA",33.7675305,-84.3591993
832,149 BEREAN AVE SE,2/3/23,"$416,000.00 ",416000,565.2173913,736,1891,"149 BEREAN AVE SE Fulton County, GA","149%20BEREAN%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/149%20BEREAN%20AVE%20SE%20Fulton%20County,%20GA",33.7504892,-84.366835
833,437 PARKWAY DR,2/3/23,"$572,000.00 ",572000,544.7619048,1050,2020,"437 PARKWAY DR Fulton County, GA","437%20PARKWAY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/437%20PARKWAY%20DR%20Fulton%20County,%20GA",33.766484,-84.373109
704,2479 PEACHTREE RD # 1806,2/9/23,"$275,000.00 ",275000,164.0811456,1676,1967,"2479 PEACHTREE RD # 1806 Fulton County, GA","2479%20PEACHTREE%20RD%20#%201806%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%20#%201806%20Fulton%20County,%20GA",33.822529,-84.38684477
835,751 PIEDMONT AVE # #19,2/3/23,"$485,000.00 ",485000,526.0303688,922,1990,"751 PIEDMONT AVE # #19 Fulton County, GA","751%20PIEDMONT%20AVE%20#%20#19%20Fulton%20County,%20GA","https://www.google.com/maps/search/751%20PIEDMONT%20AVE%20#%20#19%20Fulton%20County,%20GA",33.77518013,-84.38109578
836,813 COOPER ST SW,2/3/23,"$243,550.00 ",243550,112.6503238,2162,2006,"813 COOPER ST SW Fulton County, GA","813%20COOPER%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/813%20COOPER%20ST%20SW%20Fulton%20County,%20GA",33.7326384,-84.3973474
837,896 OAKLAND DR SW,2/3/23,"$179,000.00 ",179000,175.146771,1022,1945,"896 OAKLAND DR SW Fulton County, GA","896%20OAKLAND%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/896%20OAKLAND%20DR%20SW%20Fulton%20County,%20GA",33.7306281,-84.4269702
838,896 OAKLAND DR SW,2/1/23,"$165,000.00 ",165000,161.4481409,1022,1945,"896 OAKLAND DR SW Fulton County, GA","896%20OAKLAND%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/896%20OAKLAND%20DR%20SW%20Fulton%20County,%20GA",33.7306281,-84.4269702
839,1321 BRIDGES AVE SW,2/3/23,"$185,000.00 ",185000,121.0732984,1528,1930,"1321 BRIDGES AVE SW Fulton County, GA","1321%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1321%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA",33.7267583,-84.4309821
840,1321 BRIDGES AVE SW,2/3/23,"$205,000.00 ",205000,134.1623037,1528,1930,"1321 BRIDGES AVE SW Fulton County, GA","1321%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1321%20BRIDGES%20AVE%20SW%20Fulton%20County,%20GA",33.7267583,-84.4309821
842,487 WOODWARD WAY NW,2/3/23,"$856,000.00 ",856000,319.0458442,2683,1940,"487 WOODWARD WAY NW Fulton County, GA","487%20WOODWARD%20WAY%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/487%20WOODWARD%20WAY%20NW%20Fulton%20County,%20GA",33.8202313,-84.403657
843,13 VISTA SQUARE NW,2/3/23,"$274,000.00 ",274000,249.0909091,1100,1968,"13 VISTA SQUARE NW Fulton County, GA","13%20VISTA%20SQUARE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/13%20VISTA%20SQUARE%20NW%20Fulton%20County,%20GA",33.8180463,-84.4240741
844,200 RIVERSEDGE DR UNIT 242,2/3/23,"$705,000.00 ",705000,358.778626,1965,2010,"200 RIVERSEDGE DR UNIT 242 Fulton County, GA","200%20RIVERSEDGE%20DR%20UNIT%20242%20Fulton%20County,%20GA","https://www.google.com/maps/search/200%20RIVERSEDGE%20DR%20UNIT%20242%20Fulton%20County,%20GA",33.9000773,-84.4397465
847,6800 GLENRIDGE DR # 6810E,2/3/23,"$102,000.00 ",102000,153.6144578,664,1981,"6800 GLENRIDGE DR # 6810E Fulton County, GA","6800%20GLENRIDGE%20DR%20#%206810E%20Fulton%20County,%20GA","https://www.google.com/maps/search/6800%20GLENRIDGE%20DR%20#%206810E%20Fulton%20County,%20GA",33.9426198,-84.3664859
848,6800 GLENRIDGE DR # 6810E,2/3/23,"$124,900.00 ",124900,188.1024096,664,1981,"6800 GLENRIDGE DR # 6810E Fulton County, GA","6800%20GLENRIDGE%20DR%20#%206810E%20Fulton%20County,%20GA","https://www.google.com/maps/search/6800%20GLENRIDGE%20DR%20#%206810E%20Fulton%20County,%20GA",33.9426198,-84.3664859
849,635 GLENFOREST RD,2/3/23,"$450,000.00 ",450000,231.4814815,1944,1954,"635 GLENFOREST RD Fulton County, GA","635%20GLENFOREST%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/635%20GLENFOREST%20RD%20Fulton%20County,%20GA",33.9120173,-84.3663421
850,44 PEACHTREE PL # 2027,2/3/23,"$350,000.00 ",350000,455.7291667,768,2006,"44 PEACHTREE PL # 2027 Fulton County, GA","44%20PEACHTREE%20PL%20#%202027%20Fulton%20County,%20GA","https://www.google.com/maps/search/44%20PEACHTREE%20PL%20#%202027%20Fulton%20County,%20GA",33.78049456,-84.38821787
1063,2479 PEACHTREE RD # 415,1/31/23,"$229,500.00 ",229500,216.1016949,1062,1967,"2479 PEACHTREE RD # 415 Fulton County, GA","2479%20PEACHTREE%20RD%20#%20415%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%20#%20415%20Fulton%20County,%20GA",33.822529,-84.38684477
852,310 RIVER VALLEY RD,2/3/23,"$809,750.00 ",809750,207.7880421,3897,1964,"310 RIVER VALLEY RD Fulton County, GA","310%20RIVER%20VALLEY%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/310%20RIVER%20VALLEY%20RD%20Fulton%20County,%20GA",33.9333046,-84.3969719
855,572 EDGEWOOD AVE NE 206,2/3/23,"$341,000.00 ",341000,389.7142857,875,2004,"572 EDGEWOOD AVE NE 206 Fulton County, GA","572%20EDGEWOOD%20AVE%20NE%20206%20Fulton%20County,%20GA","https://www.google.com/maps/search/572%20EDGEWOOD%20AVE%20NE%20206%20Fulton%20County,%20GA",33.7547764,-84.368296
502,2626 PEACHTREE RD # 203,2/16/23,"$206,500.00 ",206500,258.7719298,798,2005,"2626 PEACHTREE RD # 203 Fulton County, GA","2626%20PEACHTREE%20RD%20#%20203%20Fulton%20County,%20GA","https://www.google.com/maps/search/2626%20PEACHTREE%20RD%20#%20203%20Fulton%20County,%20GA",33.82616887,-84.38821033
857,523 JOSEPH E LOWERY BLVD NW,2/3/23,"$62,000.00 ",62000,84.23913043,736,1930,"523 JOSEPH E LOWERY BLVD NW Fulton County, GA","523%20JOSEPH%20E%20LOWERY%20BLVD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/523%20JOSEPH%20E%20LOWERY%20BLVD%20NW%20Fulton%20County,%20GA",33.7690711,-84.4171216
859,1425 JOSEPH E BOONE BLVD NW # 106A,2/3/23,"$90,000.00 ",90000,150,600,1965,"1425 JOSEPH E BOONE BLVD NW # 106A Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20106A%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20106A%20Fulton%20County,%20GA",33.7637581,-84.4335814
860,1425 JOSEPH E BOONE BLVD NW # 202B,2/3/23,"$90,000.00 ",90000,150,600,1965,"1425 JOSEPH E BOONE BLVD NW # 202B Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20202B%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20202B%20Fulton%20County,%20GA",33.7637581,-84.4335814
861,1425 JOSEPH E BOONE BLVD NW # 203B,2/3/23,"$90,000.00 ",90000,150,600,1965,"1425 JOSEPH E BOONE BLVD NW # 203B Fulton County, GA","1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20203B%20Fulton%20County,%20GA","https://www.google.com/maps/search/1425%20JOSEPH%20E%20BOONE%20BLVD%20NW%20#%20203B%20Fulton%20County,%20GA",33.7637581,-84.4335814
862,3569 MAIN ST,2/3/23,"$550,000.00 ",550000,278.6220871,1974,0,"3569 MAIN ST Fulton County, GA","3569%20MAIN%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/3569%20MAIN%20ST%20Fulton%20County,%20GA",33.6578818,-84.4485465
863,1928 ROGERS AVE SW,2/3/23,"$370,000.00 ",370000,315.969257,1171,1986,"1928 ROGERS AVE SW Fulton County, GA","1928%20ROGERS%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1928%20ROGERS%20AVE%20SW%20Fulton%20County,%20GA",33.7371911,-84.4509661
864,3353 WASHINGTON RD,2/3/23,"$269,000.00 ",269000,175.3585398,1534,1955,"3353 WASHINGTON RD Fulton County, GA","3353%20WASHINGTON%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/3353%20WASHINGTON%20RD%20Fulton%20County,%20GA",33.6644184,-84.4679928
869,404 BARRINGTON HILLS DR,2/3/23,"$215,000.00 ",215000,282.8947368,760,1984,"404 BARRINGTON HILLS DR Fulton County, GA","404%20BARRINGTON%20HILLS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/404%20BARRINGTON%20HILLS%20DR%20Fulton%20County,%20GA",33.9757453,-84.3596241
870,6851 ROSWELL RD O 13,2/3/23,"$210,000.00 ",210000,132.7433628,1582,1964,"6851 ROSWELL RD O 13 Fulton County, GA","6851%20ROSWELL%20RD%20O%2013%20Fulton%20County,%20GA","https://www.google.com/maps/search/6851%20ROSWELL%20RD%20O%2013%20Fulton%20County,%20GA",33.9416795,-84.3726524
871,286 W SPALDING DR NE,2/3/23,"$722,000.00 ",722000,248.9655172,2900,1970,"286 W SPALDING DR NE Fulton County, GA","286%20W%20SPALDING%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/286%20W%20SPALDING%20DR%20NE%20Fulton%20County,%20GA",33.9489443,-84.3775735
872,250 PHARR RD NE # 212,2/3/23,"$290,000.00 ",290000,372.2721438,779,2004,"250 PHARR RD NE # 212 Fulton County, GA","250%20PHARR%20RD%20NE%20#%20212%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20PHARR%20RD%20NE%20#%20212%20Fulton%20County,%20GA",33.8379648,-84.3781073
873,1080 PEACHTREE ST NE UNIT 2011,2/3/23,"$940,000.00 ",940000,601.4075496,1563,2008,"1080 PEACHTREE ST NE UNIT 2011 Fulton County, GA","1080%20PEACHTREE%20ST%20NE%20UNIT%202011%20Fulton%20County,%20GA","https://www.google.com/maps/search/1080%20PEACHTREE%20ST%20NE%20UNIT%202011%20Fulton%20County,%20GA",33.783839,-84.3838658
874,1080 PEACHTREE ST NE UNIT 2011,2/3/23,"$940,000.00 ",940000,601.4075496,1563,2008,"1080 PEACHTREE ST NE UNIT 2011 Fulton County, GA","1080%20PEACHTREE%20ST%20NE%20UNIT%202011%20Fulton%20County,%20GA","https://www.google.com/maps/search/1080%20PEACHTREE%20ST%20NE%20UNIT%202011%20Fulton%20County,%20GA",33.783839,-84.3838658
876,1534 GILSTRAP LN,2/3/23,"$742,500.00 ",742500,283.8302752,2616,2004,"1534 GILSTRAP LN Fulton County, GA","1534%20GILSTRAP%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/1534%20GILSTRAP%20LN%20Fulton%20County,%20GA",33.8088351,-84.4497768
878,285 CENTENNIAL OLYMPIC PARK DR NW # 1702,2/3/23,"$370,000.00 ",370000,308.5904921,1199,2002,"285 CENTENNIAL OLYMPIC PARK DR NW # 1702 Fulton County, GA","285%20CENTENNIAL%20OLYMPIC%20PARK%20DR%20NW%20#%201702%20Fulton%20County,%20GA","https://www.google.com/maps/search/285%20CENTENNIAL%20OLYMPIC%20PARK%20DR%20NW%20#%201702%20Fulton%20County,%20GA",33.7625493,-84.3914096
880,609 PARSONS ST SW,2/3/23,"$400,000.00 ",400000,299.4011976,1336,1920,"609 PARSONS ST SW Fulton County, GA","609%20PARSONS%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/609%20PARSONS%20ST%20SW%20Fulton%20County,%20GA",33.751466,-84.4075202
881,1271 LORENZO DR SW,2/3/23,"$92,500.00 ",92500,96.05399792,963,1948,"1271 LORENZO DR SW Fulton County, GA","1271%20LORENZO%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1271%20LORENZO%20DR%20SW%20Fulton%20County,%20GA",33.720357,-84.4327958
882,168 DAHLIA AVE NW,2/3/23,"$175,000.00 ",175000,199.0898749,879,1940,"168 DAHLIA AVE NW Fulton County, GA","168%20DAHLIA%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/168%20DAHLIA%20AVE%20NW%20Fulton%20County,%20GA",33.7588536,-84.4624068
883,2190 CONNALLY DR,2/3/23,"$210,000.00 ",210000,215.3846154,975,1960,"2190 CONNALLY DR Fulton County, GA","2190%20CONNALLY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2190%20CONNALLY%20DR%20Fulton%20County,%20GA",33.6955615,-84.4603977
884,2645 DONALD LEE HOLLOWELL PKWY NW,2/3/23,"$600,000.00 ",600000,94.7567909,6332,0,"2645 DONALD LEE HOLLOWELL PKWY NW Fulton County, GA","2645%20DONALD%20LEE%20HOLLOWELL%20PKWY%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2645%20DONALD%20LEE%20HOLLOWELL%20PKWY%20NW%20Fulton%20County,%20GA",33.7766423,-84.4732641
885,4108 SANTA FE PKY,2/3/23,"$225,000.00 ",225000,178.5714286,1260,1991,"4108 SANTA FE PKY Fulton County, GA","4108%20SANTA%20FE%20PKY%20Fulton%20County,%20GA","https://www.google.com/maps/search/4108%20SANTA%20FE%20PKY%20Fulton%20County,%20GA",33.9639867,-84.3697847
886,1421 PEACHTREE ST NE B,2/3/23,"$565,000.00 ",565000,376.6666667,1500,0,"1421 PEACHTREE ST NE B Fulton County, GA","1421%20PEACHTREE%20ST%20NE%20B%20Fulton%20County,%20GA","https://www.google.com/maps/search/1421%20PEACHTREE%20ST%20NE%20B%20Fulton%20County,%20GA",33.7936652,-84.386506
1703,2657 LENOX RD NE # 122,1/12/23,"$173,000.00 ",173000,266.1538462,650,1994,"2657 LENOX RD NE # 122 Fulton County, GA","2657%20LENOX%20RD%20NE%20#%20122%20Fulton%20County,%20GA","https://www.google.com/maps/search/2657%20LENOX%20RD%20NE%20#%20122%20Fulton%20County,%20GA",33.82673334,-84.35323959
890,20 TENTH ST LOT 1501,2/2/23,"$580,000.00 ",580000,392.4221922,1478,2007,"20 TENTH ST LOT 1501 Fulton County, GA","20%20TENTH%20ST%20LOT%201501%20Fulton%20County,%20GA","https://www.google.com/maps/search/20%20TENTH%20ST%20LOT%201501%20Fulton%20County,%20GA",33.7812866,-84.3882008
891,2288 PEACHTREE RD NW # 13,2/3/23,"$2,500,000.00 ",2500000,638.5696041,3915,2007,"2288 PEACHTREE RD NW # 13 Fulton County, GA","2288%20PEACHTREE%20RD%20NW%20#%2013%20Fulton%20County,%20GA","https://www.google.com/maps/search/2288%20PEACHTREE%20RD%20NW%20#%2013%20Fulton%20County,%20GA",33.8176265,-84.3918503
893,55 WEATHERBY ST SE,2/3/23,"$300,000.00 ",300000,279.5899348,1073,1935,"55 WEATHERBY ST SE Fulton County, GA","55%20WEATHERBY%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/55%20WEATHERBY%20ST%20SE%20Fulton%20County,%20GA",33.752207,-84.3539379
894,659 AUBURN AVE NE LOT 226,2/3/23,"$419,750.00 ",419750,423.989899,990,1925,"659 AUBURN AVE NE LOT 226 Fulton County, GA","659%20AUBURN%20AVE%20NE%20LOT%20226%20Fulton%20County,%20GA","https://www.google.com/maps/search/659%20AUBURN%20AVE%20NE%20LOT%20226%20Fulton%20County,%20GA",33.7560556,-84.3663496
899,4196 NORTH STRATFORD RD,2/3/23,"$968,000.00 ",968000,451.2820513,2145,1949,"4196 NORTH STRATFORD RD Fulton County, GA","4196%20NORTH%20STRATFORD%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/4196%20NORTH%20STRATFORD%20RD%20Fulton%20County,%20GA",33.8683991,-84.3597296
902,2992 FIRST AVE SW,2/2/23,"$140,000.00 ",140000,146.9045121,953,1963,"2992 FIRST AVE SW Fulton County, GA","2992%20FIRST%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2992%20FIRST%20AVE%20SW%20Fulton%20County,%20GA",33.6737968,-84.4025131
1845,2857 CASTLEWOOD DR NW,1/6/23,"$1,200,000.00 ",1200000,540.5405405,2220,1967,"2857 CASTLEWOOD DR NW Fulton County, GA","2857%20CASTLEWOOD%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2857%20CASTLEWOOD%20DR%20NW%20Fulton%20County,%20GA",33.83381215,-84.41018896
906,406 WATERFORD RD NW,2/2/23,"$92,000.00 ",92000,84.01826484,1095,1964,"406 WATERFORD RD NW Fulton County, GA","406%20WATERFORD%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/406%20WATERFORD%20RD%20NW%20Fulton%20County,%20GA",33.7660212,-84.4825828
908,460 RIVER VALLEY RD NW,2/2/23,"$645,000.00 ",645000,255.7494052,2522,1966,"460 RIVER VALLEY RD NW Fulton County, GA","460%20RIVER%20VALLEY%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/460%20RIVER%20VALLEY%20RD%20NW%20Fulton%20County,%20GA",33.9301372,-84.4018153
909,1001 COURTENAY DR NE,2/2/23,"$2,150,000.00 ",2150000,595.2380952,3612,2021,"1001 COURTENAY DR NE Fulton County, GA","1001%20COURTENAY%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1001%20COURTENAY%20DR%20NE%20Fulton%20County,%20GA",33.7895486,-84.3543076
911,500 DALRYMPLE RD,2/2/23,"$476,100.00 ",476100,155.3851175,3064,1970,"500 DALRYMPLE RD Fulton County, GA","500%20DALRYMPLE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/500%20DALRYMPLE%20RD%20Fulton%20County,%20GA",33.9558862,-84.3698535
912,6105 BLUE STONE RD NE,2/2/23,"$580,000.00 ",580000,357.1428571,1624,2000,"6105 BLUE STONE RD NE Fulton County, GA","6105%20BLUE%20STONE%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/6105%20BLUE%20STONE%20RD%20NE%20Fulton%20County,%20GA",33.9224746,-84.3810354
913,2479 PEACHTREE RD 1502,2/2/23,"$185,000.00 ",185000,221.0274791,837,1967,"2479 PEACHTREE RD 1502 Fulton County, GA","2479%20PEACHTREE%20RD%201502%20Fulton%20County,%20GA","https://www.google.com/maps/search/2479%20PEACHTREE%20RD%201502%20Fulton%20County,%20GA",33.8225017,-84.3865221
917,1756 EMERALD AVE SW,2/2/23,"$246,000.00 ",246000,206.20285,1193,1948,"1756 EMERALD AVE SW Fulton County, GA","1756%20EMERALD%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1756%20EMERALD%20AVE%20SW%20Fulton%20County,%20GA",33.7415631,-84.4455935
919,1461 RYAN ST SW,2/2/23,"$375,000.00 ",375000,302.4193548,1240,1940,"1461 RYAN ST SW Fulton County, GA","1461%20RYAN%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1461%20RYAN%20ST%20SW%20Fulton%20County,%20GA",33.7152022,-84.4304574
923,1511 HARDIN AVE,2/2/23,"$495,000.00 ",495000,220.9821429,2240,2013,"1511 HARDIN AVE Fulton County, GA","1511%20HARDIN%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1511%20HARDIN%20AVE%20Fulton%20County,%20GA",33.6606713,-84.4383951
